player,name,team,position,natural_position,club,league,age,pace,shooting,passing,dribbling,defending,physical,overall,vision,gk,caps,form,available
Salman Al Faraj,Salman Al Faraj,Saudi Arabia,CM,CM,NEOM SC,Pro League,35,38.0,63.0,77.0,71.0,62.0,58.0,69,73.8,13.75,8,69.0,1
Saleh Al Jamaan Al Amri,Saleh Al Jamaan Al Amri,Saudi Arabia,LM,LM,Al Khaleej,Pro League,31,79.0,65.0,65.0,69.0,34.0,67.0,69,66.6,9.5,8,69.0,1
Saleh Khalid Mohammed Al Shehri,Saleh Khalid Mohammed Al Shehri,Saudi Arabia,ST,ST,Al Ittihad,Pro League,31,66.0,67.0,51.0,64.0,28.0,72.0,69,58.2,12.0,8,69.0,1
Abdullah Al Salem,Abdullah Al Salem,Saudi Arabia,ST,ST,Al Qadsiah FC,Pro League,32,65.0,66.0,60.0,66.0,52.0,76.0,67,62.8,13.25,8,67.0,1
Sultan Ahmed Mohammed Mandash,Sultan Ahmed Mohammed Mandash,Saudi Arabia,RW,RW,Al Taawoun FC,Pro League,30,82.0,58.0,59.0,71.0,25.0,61.0,67,62.2,9.25,8,67.0,1
Abdulfattah Mohamed Adam,Abdulfattah Mohamed Adam,Saudi Arabia,ST,ST,Al Taawoun FC,Pro League,30,77.0,64.0,50.0,66.0,26.0,64.0,66,56.400000000000006,9.5,8,66.0,1
Abdulquddus Atiah Mohammed Qawod,Abdulquddus Atiah Mohammed Qawod,Saudi Arabia,GK,GK,Al Taawoun FC,Pro League,28,45.0,45.0,45.0,45.0,45.0,45.0,65,65.0,65.25,8,65.0,1
Mustafa Reda Malayekah,Mustafa Reda Malayekah,Saudi Arabia,GK,GK,NEOM SC,Pro League,39,45.0,45.0,45.0,45.0,45.0,45.0,64,64.0,63.0,8,64.0,1
Ahmed Abdu Jaber,Ahmed Abdu Jaber,Saudi Arabia,ST,ST,NEOM SC,Pro League,28,55.0,65.0,49.0,61.0,29.0,65.0,64,55.0,9.0,8,64.0,1
Abdullah Abdulrahman Al Hamdan,Abdullah Abdulrahman Al Hamdan,Saudi Arabia,ST,ST,Al Hilal,Pro League,25,73.0,62.0,63.0,61.0,41.0,69.0,64,63.4,8.5,8,64.0,1
Federico Santiago Valverde Dipetta,Federico Santiago Valverde Dipetta,Uruguay,CM,CM,Real Madrid,La Liga,26,88.0,84.0,84.0,84.0,83.0,85.0,89,86.0,9.75,74,89.0,1
Ronald Federico Araújo da Silva,Ronald Federico Araújo da Silva,Uruguay,CB,CB,FC Barcelona,La Liga,26,80.0,53.0,63.0,61.0,81.0,83.0,83,71.0,11.0,52,83.0,1
Lucas Sebastián Torreira di Pascua,Lucas Sebastián Torreira di Pascua,Uruguay,CDM,CDM,Galatasaray SK,Süper Lig,29,76.0,72.0,78.0,79.0,81.0,79.0,83,80.0,6.5,52,83.0,1
José María Giménez de Vargas,José María Giménez de Vargas,Uruguay,CB,CB,Atlético Madrid,La Liga,30,73.0,46.0,60.0,62.0,85.0,82.0,83,69.2,11.25,52,83.0,1
Mauro Wilney Arambarri Rosa,Mauro Wilney Arambarri Rosa,Uruguay,CM,CM,Getafe CF,La Liga,29,65.0,79.0,76.0,77.0,79.0,79.0,80,77.6,10.5,8,80.0,1
Rodrigo Bentancur Colmán,Rodrigo Bentancur Colmán,Uruguay,CDM,CDM,Tottenham Hotspur,Premier League,28,64.0,68.0,78.0,79.0,78.0,72.0,80,78.8,10.25,52,80.0,1
Sebastián Coates Nión,Sebastián Coates Nión,Uruguay,CB,CB,Club Nacional de Football,Primera División,34,60.0,49.0,54.0,61.0,81.0,84.0,79,64.0,14.5,52,79.0,1
Néstor Fernando Muslera Micol,Néstor Fernando Muslera Micol,Uruguay,GK,GK,Estudiantes de La Plata,Liga Profesional de Fútbol,39,45.0,45.0,45.0,45.0,45.0,45.0,79,79.0,79.0,52,79.0,1
Manuel Ugarte Ribeiro,Manuel Ugarte Ribeiro,Uruguay,CDM,CDM,Manchester United,Premier League,24,62.0,65.0,72.0,76.0,77.0,75.0,79,74.8,9.25,52,79.0,1
Rodrigo Zalazar Martínez,Rodrigo Zalazar Martínez,Uruguay,CAM,CAM,Sporting Clube de Braga,Primeira Liga,25,80.0,81.0,79.0,78.0,67.0,74.0,79,79.0,7.75,8,79.0,1
Luis Alberto Suárez Díaz,Luis Alberto Suárez Díaz,Uruguay,ST,ST,Inter Miami,Major League Soccer,38,53.0,82.0,74.0,76.0,41.0,75.0,79,76.0,30.5,52,79.0,1
Darwin Gabriel Núñez Ribeiro,Darwin Gabriel Núñez Ribeiro,Uruguay,ST,ST,Al Hilal,Pro League,26,88.0,79.0,72.0,76.0,49.0,82.0,79,74.8,11.75,52,79.0,1
Leonardo Cecilio Fernández López,Leonardo Cecilio Fernández López,Uruguay,CAM,CAM,Peñarol,Primera División,26,78.0,81.0,78.0,77.0,44.0,64.0,78,78.0,10.25,8,78.0,1
Mathías Olivera Miramontes,Mathías Olivera Miramontes,Uruguay,LB,LB,Napoli,Serie A,27,70.0,51.0,69.0,72.0,77.0,73.0,78,72.6,14.0,8,78.0,1
Cristhian Ricardo Stuani Curbelo,Cristhian Ricardo Stuani Curbelo,Uruguay,ST,ST,Girona FC,La Liga,38,61.0,79.0,69.0,70.0,48.0,76.0,77,72.2,13.5,30,77.0,1
Maximiliano Javier Araújo Vilches,Maximiliano Javier Araújo Vilches,Uruguay,LM,LM,Sporting CP,Primeira Liga,25,85.0,63.0,70.0,79.0,68.0,68.0,77,72.8,10.5,8,77.0,1
Santiago Ignacio Bueno Sciutto,Santiago Ignacio Bueno Sciutto,Uruguay,CB,CB,Wolverhampton Wanderers,Premier League,26,50.0,31.0,56.0,56.0,77.0,77.0,76,64.0,9.0,8,76.0,1
Édinson Roberto Cavani Gómez,Édinson Roberto Cavani Gómez,Uruguay,ST,ST,Boca Juniors,Liga Profesional de Fútbol,38,52.0,79.0,68.0,71.0,51.0,71.0,76,71.2,10.0,74,76.0,1
Nicolás Federico López Alonso,Nicolás Federico López Alonso,Uruguay,ST,ST,Club Nacional de Football,Primera División,31,71.0,81.0,75.0,79.0,25.0,57.0,76,75.4,8.5,8,76.0,1
Miguel Ángel Merentiel Serrano,Miguel Ángel Merentiel Serrano,Uruguay,ST,ST,Boca Juniors,Liga Profesional de Fútbol,29,80.0,75.0,56.0,73.0,37.0,79.0,76,64.0,9.0,8,76.0,1
Leandro Daniel Cabrera Sasía,Leandro Daniel Cabrera Sasía,Uruguay,CB,CB,RCD Espanyol,La Liga,34,49.0,45.0,58.0,54.0,76.0,79.0,75,64.8,14.25,8,75.0,1
Franco Israel Wibmer,Franco Israel Wibmer,Uruguay,GK,GK,Torino,Serie A,25,45.0,45.0,45.0,45.0,45.0,45.0,75,75.0,76.0,8,75.0,1
Pedro Gastón Álvarez Sosa,Pedro Gastón Álvarez Sosa,Uruguay,CB,CB,Al Qadsiah FC,Pro League,25,76.0,27.0,59.0,65.0,76.0,77.0,75,65.4,10.25,8,75.0,1
Gastón Nicolás Martirena Torres,Gastón Nicolás Martirena Torres,Uruguay,RB,RB,Racing Club,Liga Profesional de Fútbol,25,84.0,72.0,69.0,69.0,71.0,65.0,75,71.4,10.75,8,75.0,1
Martín Nicolás Campaña Delgado,Martín Nicolás Campaña Delgado,Uruguay,GK,GK,Peñarol,Primera División,36,45.0,45.0,45.0,45.0,45.0,45.0,74,74.0,72.75,8,74.0,1
Álvaro Santiago Mouriño González,Álvaro Santiago Mouriño González,Uruguay,CB,CB,Villarreal CF,La Liga,23,67.0,36.0,56.0,64.0,73.0,77.0,74,63.2,9.25,8,74.0,1
Kylian Mbappé Lottin,Kylian Mbappé Lottin,France,ST,ST,Real Madrid,La Liga,26,97.0,90.0,81.0,92.0,37.0,76.0,91,85.0,8.75,96,91.0,1
Masour Ousmane Dembélé,Masour Ousmane Dembélé,France,ST,ST,Paris Saint-Germain,Ligue 1,28,91.0,88.0,83.0,93.0,50.0,69.0,90,85.8,8.75,96,90.0,1
William Alain André Gabriel Saliba,William Alain André Gabriel Saliba,France,CB,CB,Arsenal,Premier League,24,77.0,39.0,68.0,72.0,87.0,83.0,87,75.6,9.0,74,87.0,1
Jules Olivier Koundé,Jules Olivier Koundé,France,RB,RB,FC Barcelona,La Liga,26,84.0,47.0,74.0,79.0,86.0,84.0,87,79.2,12.0,74,87.0,1
Mike Peterson Maignan,Mike Peterson Maignan,France,GK,GK,AC Milan,Serie A,29,45.0,45.0,45.0,45.0,45.0,45.0,87,87.0,84.75,74,87.0,1
Ibrahima Konaté,Ibrahima Konaté,France,CB,CB,Liverpool,Premier League,26,77.0,34.0,63.0,69.0,86.0,85.0,86,72.19999999999999,10.0,74,86.0,1
Michael Akpovie Olise,Michael Akpovie Olise,France,RM,RM,FC Bayern München,Bundesliga,23,78.0,80.0,84.0,87.0,50.0,66.0,86,84.8,10.0,52,86.0,1
N'Golo Kanté,N'Golo Kanté,France,CDM,CDM,Al Ittihad,Pro League,34,77.0,65.0,73.0,80.0,85.0,79.0,85,77.8,11.0,52,85.0,1
Dayotchanculle Oswald Upamecano,Dayotchanculle Oswald Upamecano,France,CB,CB,FC Bayern München,Bundesliga,26,77.0,45.0,64.0,73.0,84.0,84.0,85,72.4,9.25,52,85.0,1
Marcus Lilian Thuram-Ulien,Marcus Lilian Thuram-Ulien,France,ST,ST,Inter,Serie A,27,86.0,83.0,76.0,82.0,50.0,80.0,85,79.6,12.0,52,85.0,1
Karim Benzema,Karim Benzema,France,ST,ST,Al Ittihad,Pro League,37,75.0,84.0,81.0,83.0,38.0,77.0,85,82.6,9.0,74,85.0,1
Désiré Doué,Désiré Doué,France,RW,RW,Paris Saint-Germain,Ligue 1,20,83.0,80.0,77.0,90.0,55.0,74.0,85,80.19999999999999,9.75,52,85.0,1
Antoine Griezmann,Antoine Griezmann,France,ST,ST,Atlético Madrid,La Liga,34,77.0,86.0,85.0,88.0,59.0,73.0,85,85.0,12.25,74,85.0,1
Moussa Diaby,Moussa Diaby,France,RM,RM,Al Ittihad,Pro League,25,95.0,75.0,77.0,87.0,44.0,54.0,84,79.8,9.75,52,84.0,1
Theo Bernard François Hernández,Theo Bernard François Hernández,France,LB,LB,Al Hilal,Pro League,27,90.0,76.0,78.0,83.0,79.0,83.0,84,80.4,9.0,52,84.0,1
Aurélien Djani Tchouameni,Aurélien Djani Tchouameni,France,CDM,CDM,Real Madrid,La Liga,25,71.0,69.0,79.0,78.0,81.0,82.0,84,81.0,9.0,52,84.0,1
Benjamin Pavard,Benjamin Pavard,France,CB,CB,Olympique de Marseille,Ligue 1,29,75.0,67.0,76.0,75.0,86.0,79.0,84,79.2,9.5,52,84.0,1
Lucas Chevalier,Lucas Chevalier,France,GK,GK,Paris Saint-Germain,Ligue 1,23,45.0,45.0,45.0,45.0,45.0,45.0,83,83.0,82.25,52,83.0,1
Kingsley Junior Coman,Kingsley Junior Coman,France,LM,LM,Al Nassr,Pro League,29,87.0,75.0,79.0,87.0,30.0,61.0,83,80.6,4.0,52,83.0,1
Eduardo Celmi Camavinga,Eduardo Celmi Camavinga,France,CM,CM,Real Madrid,La Liga,22,80.0,68.0,81.0,84.0,78.0,80.0,83,81.80000000000001,10.5,52,83.0,1
Adrien Rabiot-Provost,Adrien Rabiot-Provost,France,CAM,CAM,AC Milan,Serie A,30,81.0,79.0,81.0,80.0,77.0,84.0,83,81.80000000000001,10.75,52,83.0,1
Boubacar Bernard Kamara,Boubacar Bernard Kamara,France,CDM,CDM,Aston Villa,Premier League,25,64.0,55.0,74.0,75.0,83.0,80.0,83,77.6,9.25,52,83.0,1
Ferland Sinna Mendy,Ferland Sinna Mendy,France,LB,LB,Real Madrid,La Liga,30,85.0,64.0,74.0,75.0,78.0,84.0,81,76.8,10.5,52,81.0,1
Lucas François Bernard Hernández Pi,Lucas François Bernard Hernández Pi,France,CB,CB,Paris Saint-Germain,Ligue 1,29,71.0,54.0,72.0,70.0,82.0,77.0,81,75.6,10.25,52,81.0,1
Mohamed Simakan,Mohamed Simakan,France,CB,CB,Al Nassr,Pro League,25,76.0,43.0,65.0,69.0,82.0,82.0,81,71.4,10.0,30,81.0,1
Brice Lauriche Samba,Brice Lauriche Samba,France,GK,GK,Stade Rennais FC,Ligue 1,31,45.0,45.0,45.0,45.0,45.0,45.0,80,80.0,79.5,52,80.0,1
Sadio Mané,Sadio Mané,Senegal,LM,LM,Al Nassr,Pro League,33,82.0,81.0,78.0,85.0,44.0,75.0,83,80.0,10.25,52,83.0,1
Kalidou Koulibaly,Kalidou Koulibaly,Senegal,CB,CB,Al Hilal,Pro League,34,74.0,48.0,62.0,65.0,82.0,84.0,82,70.0,9.0,52,82.0,1
Boulaye Dia,Boulaye Dia,Senegal,ST,ST,Lazio,Serie A,28,84.0,81.0,67.0,78.0,43.0,73.0,80,72.19999999999999,11.25,8,80.0,1
Nicolas Jackson,Nicolas Jackson,Senegal,ST,ST,FC Bayern München,Bundesliga,24,82.0,77.0,69.0,79.0,40.0,77.0,80,73.4,8.25,52,80.0,1
Édouard Osoque Mendy,Édouard Osoque Mendy,Senegal,GK,GK,Al Ahli SFC,Pro League,33,45.0,45.0,45.0,45.0,45.0,45.0,80,80.0,78.75,52,80.0,1
Iliman Cheikh Baroy Ndiaye,Iliman Cheikh Baroy Ndiaye,Senegal,LM,LM,Everton,Premier League,25,84.0,76.0,70.0,84.0,40.0,63.0,79,73.6,9.75,8,79.0,1
Ismaïla Sarr,Ismaïla Sarr,Senegal,CAM,CAM,Crystal Palace,Premier League,27,91.0,78.0,76.0,78.0,28.0,69.0,79,77.2,10.5,8,79.0,1
Pape Matar Sarr,Pape Matar Sarr,Senegal,CM,CM,Tottenham Hotspur,Premier League,22,68.0,66.0,76.0,78.0,77.0,76.0,79,77.2,9.5,8,79.0,1
Idrissa Gana Gueye,Idrissa Gana Gueye,Senegal,CDM,CDM,Everton,Premier League,35,60.0,59.0,70.0,73.0,80.0,70.0,79,73.6,9.75,30,79.0,1
Yehvann Diouf,Yehvann Diouf,Senegal,GK,GK,OGC Nice,Ligue 1,25,45.0,45.0,45.0,45.0,45.0,45.0,78,78.0,77.25,8,78.0,1
Pape Alassane Gueye,Pape Alassane Gueye,Senegal,CM,CM,Villarreal CF,La Liga,26,67.0,65.0,75.0,75.0,76.0,79.0,78,76.2,12.5,8,78.0,1
Lamine Camara,Lamine Camara,Senegal,CM,CM,AS Monaco,Ligue 1,21,79.0,66.0,78.0,77.0,71.0,69.0,77,77.6,11.5,8,77.0,1
Moussa Niakhaté,Moussa Niakhaté,Senegal,CB,CB,Olympique Lyonnais,Ligue 1,29,68.0,48.0,63.0,64.0,77.0,80.0,77,68.6,9.5,30,77.0,1
Pathé Ismaël Ciss,Pathé Ismaël Ciss,Senegal,CDM,CDM,Rayo Vallecano,La Liga,31,63.0,57.0,64.0,65.0,76.0,87.0,77,69.2,11.25,8,77.0,1
El Hadji Malick Diouf,El Hadji Malick Diouf,Senegal,LB,LB,West Ham United,Premier League,20,80.0,67.0,68.0,74.0,70.0,77.0,75,70.8,11.25,8,75.0,1
Ismail Joshua Jakobs,Ismail Joshua Jakobs,Senegal,LB,LB,Galatasaray SK,Süper Lig,25,90.0,60.0,65.0,74.0,70.0,68.0,75,69.0,10.25,8,75.0,1
Mame Baba Thiam,Mame Baba Thiam,Senegal,ST,ST,Eyüpspor,Süper Lig,32,74.0,74.0,66.0,73.0,27.0,72.0,75,69.6,12.25,8,75.0,1
Abdoulaye Niakhate Ndiaye,Abdoulaye Niakhate Ndiaye,Senegal,CB,CB,Parma,Serie A,23,67.0,31.0,51.0,51.0,75.0,75.0,75,60.599999999999994,10.25,8,75.0,1
Ousseynou Ba,Ousseynou Ba,Senegal,CB,CB,Medipol Başakşehir FK,Süper Lig,29,69.0,31.0,48.0,55.0,73.0,80.0,74,58.4,11.25,8,74.0,1
Arouna Sangante,Arouna Sangante,Senegal,CB,CB,Le Havre AC,Ligue 1,23,54.0,34.0,59.0,59.0,73.0,75.0,73,64.6,11.5,8,73.0,1
Adama Boiro Boiro,Adama Boiro Boiro,Senegal,LB,LB,Athletic Club,La Liga,23,75.0,58.0,65.0,69.0,70.0,73.0,73,68.2,10.0,8,73.0,1
Moussa N'Diaye,Moussa N'Diaye,Senegal,LB,LB,RSC Anderlecht,Pro League,23,76.0,27.0,61.0,73.0,68.0,69.0,72,65.4,7.25,8,72.0,1
Habibou Mouhamadou Diallo,Habibou Mouhamadou Diallo,Senegal,ST,ST,FC Metz,Ligue 1,30,71.0,71.0,59.0,68.0,22.0,75.0,72,64.2,13.5,8,72.0,1
Cheikh Tidiane Sabaly,Cheikh Tidiane Sabaly,Senegal,ST,ST,FC Metz,Ligue 1,26,86.0,72.0,66.0,76.0,25.0,52.0,72,68.4,13.75,8,72.0,1
Cheikh Ahmadou Bamba Mbacké Dieng,Cheikh Ahmadou Bamba Mbacké Dieng,Senegal,ST,ST,FC Lorient,Ligue 1,25,78.0,72.0,60.0,68.0,33.0,60.0,71,64.4,11.75,8,71.0,1
Seny Timothy Dieng,Seny Timothy Dieng,Senegal,GK,GK,Middlesbrough,Championship,30,45.0,45.0,45.0,45.0,45.0,45.0,70,70.0,69.25,8,70.0,1
Erling Braut Håland,Erling Braut Håland,Norway,ST,ST,Manchester City,Premier League,24,86.0,91.0,70.0,80.0,45.0,88.0,90,78.0,9.75,96,90.0,1
Martin Ødegaard,Martin Ødegaard,Norway,CM,CM,Arsenal,Premier League,26,68.0,79.0,88.0,87.0,67.0,65.0,87,87.6,11.75,74,87.0,1
Alexander Sørloth,Alexander Sørloth,Norway,ST,ST,Atlético Madrid,La Liga,29,77.0,82.0,71.0,76.0,36.0,85.0,84,76.2,12.5,52,84.0,1
Fredrik Aursnes,Fredrik Aursnes,Norway,CM,CM,SL Benfica,Primeira Liga,29,74.0,71.0,78.0,80.0,77.0,82.0,80,78.8,11.75,30,80.0,1
Julian Ryerson,Julian Ryerson,Norway,RB,RB,Borussia Dortmund,Bundesliga,27,74.0,63.0,71.0,76.0,77.0,82.0,79,74.2,8.5,30,79.0,1
Sander Gard Bolin Berge,Sander Gard Bolin Berge,Norway,CDM,CDM,Fulham FC,Premier League,27,55.0,65.0,74.0,71.0,75.0,84.0,79,76.0,10.25,8,79.0,1
Jørgen Strand Larsen,Jørgen Strand Larsen,Norway,ST,ST,Wolverhampton Wanderers,Premier League,25,75.0,79.0,62.0,70.0,32.0,83.0,78,68.4,9.5,8,78.0,1
Patrick Berg,Patrick Berg,Norway,CDM,CDM,FK Bodø/Glimt,Eliteserien,27,73.0,67.0,75.0,73.0,71.0,78.0,77,75.8,10.75,8,77.0,1
Mohamed Amine Elyounoussi,Mohamed Amine Elyounoussi,Norway,RM,RM,FC København,Superliga,30,76.0,72.0,71.0,78.0,59.0,73.0,76,73.0,9.75,8,76.0,1
Ørjan Håskjold Nyland,Ørjan Håskjold Nyland,Norway,GK,GK,Sevilla FC,La Liga,34,45.0,45.0,45.0,45.0,45.0,45.0,76,76.0,75.0,8,76.0,1
Antonio Eromonsele Nordby Nusa,Antonio Eromonsele Nordby Nusa,Norway,LM,LM,RB Leipzig,Bundesliga,20,89.0,72.0,68.0,81.0,41.0,63.0,76,71.2,11.25,8,76.0,1
Zlatko Hovland Tripić,Zlatko Hovland Tripić,Norway,RW,RW,Viking FK,Eliteserien,32,84.0,76.0,74.0,75.0,56.0,83.0,76,74.8,11.25,8,76.0,1
Aron Leonard Dønnum,Aron Leonard Dønnum,Norway,RM,RM,Toulouse FC,Ligue 1,27,82.0,67.0,69.0,77.0,52.0,75.0,75,71.4,9.25,8,75.0,1
Kristian Thorstvedt,Kristian Thorstvedt,Norway,CM,CM,Sassuolo,Serie A,26,61.0,71.0,74.0,73.0,67.0,82.0,75,74.4,9.75,8,75.0,1
Andreas Rædergård Schjelderup,Andreas Rædergård Schjelderup,Norway,LW,LW,SL Benfica,Primeira Liga,21,80.0,68.0,69.0,80.0,36.0,57.0,75,71.4,12.25,8,75.0,1
Andreas Schjølberg Hanche-Olsen,Andreas Schjølberg Hanche-Olsen,Norway,CB,CB,1. FSV Mainz 05,Bundesliga,28,70.0,38.0,57.0,63.0,75.0,79.0,75,64.19999999999999,10.25,8,75.0,1
Kristoffer Vassbakk Köpp Ajer,Kristoffer Vassbakk Köpp Ajer,Norway,RB,RB,Brentford,Premier League,27,67.0,56.0,65.0,68.0,74.0,81.0,75,69.0,8.75,8,75.0,1
Jonas Svensson,Jonas Svensson,Norway,RB,RB,Beşiktaş JK,Süper Lig,32,74.0,59.0,69.0,72.0,73.0,79.0,75,71.4,13.25,8,75.0,1
Fredrik André Bjørkan,Fredrik André Bjørkan,Norway,LB,LB,FK Bodø/Glimt,Eliteserien,26,81.0,53.0,65.0,72.0,68.0,75.0,74,68.6,10.75,8,74.0,1
Joshua Christian Kojo King,Joshua Christian Kojo King,Norway,ST,ST,Al Khaleej,Pro League,33,76.0,74.0,70.0,75.0,38.0,74.0,74,71.6,10.0,8,74.0,1
Leo Skiri Østigård,Leo Skiri Østigård,Norway,CB,CB,Genoa,Serie A,25,60.0,37.0,50.0,61.0,71.0,79.0,73,59.2,9.25,8,73.0,1
Torbjørn Lysaker Heggem,Torbjørn Lysaker Heggem,Norway,CB,CB,Bologna,Serie A,26,73.0,46.0,61.0,66.0,73.0,79.0,73,65.80000000000001,8.5,8,73.0,1
Jakob Glesnes,Jakob Glesnes,Norway,CB,CB,Philadelphia Union,Major League Soccer,31,52.0,55.0,56.0,61.0,73.0,83.0,73,62.800000000000004,8.75,8,73.0,1
David Møller Wolfe,David Møller Wolfe,Norway,LB,LB,Wolverhampton Wanderers,Premier League,23,78.0,53.0,65.0,69.0,67.0,77.0,73,68.2,9.5,8,73.0,1
Mathias Lønne Dyngeland,Mathias Lønne Dyngeland,Norway,GK,GK,SK Brann,Eliteserien,29,45.0,45.0,45.0,45.0,45.0,45.0,70,70.0,69.0,8,70.0,1
Egil Selvik,Egil Selvik,Norway,GK,GK,Watford,Championship,27,45.0,45.0,45.0,45.0,45.0,45.0,70,70.0,69.5,8,70.0,1
Merchas Doski,Merchas Doski,Iraq,LB,LB,Viktoria Plzeň,První liga,25,75.0,54.0,65.0,71.0,62.0,62.0,68,66.2,11.0,8,68.0,1
Mohanad Abdulkadhim Qasim Al Jebur Jeahze,Mohanad Abdulkadhim Qasim Al Jebur Jeahze,Iraq,LB,LB,Sarpsborg 08 FF,Eliteserien,28,80.0,53.0,65.0,68.0,60.0,69.0,68,66.2,7.75,8,68.0,1
Ibrahim Bayesh Kamil Al Kaabawi,Ibrahim Bayesh Kamil Al Kaabawi,Iraq,LM,LM,Al Riyadh,Pro League,25,79.0,67.0,60.0,69.0,58.0,75.0,68,63.2,12.25,8,68.0,1
Zidane Iqbal,Zidane Iqbal,Iraq,CDM,CDM,FC Utrecht,Eredivisie,22,64.0,60.0,64.0,73.0,63.0,62.0,68,65.6,7.25,8,68.0,1
Aimar Hazar Sher,Aimar Hazar Sher,Iraq,CDM,CDM,Sarpsborg 08 FF,Eliteserien,22,62.0,47.0,61.0,69.0,61.0,66.0,67,63.400000000000006,9.75,8,67.0,1
Kevin Enkido Yakob,Kevin Enkido Yakob,Iraq,CM,CM,Aarhus Gymnastikforening,Superliga,24,66.0,61.0,66.0,68.0,59.0,64.0,66,66.0,8.75,8,66.0,1
Montader Madjed,Montader Madjed,Iraq,RM,RM,Hammarby Fotboll,Allsvenskan,20,75.0,65.0,63.0,70.0,25.0,50.0,66,64.2,9.75,8,66.0,1
Marko Lawk Farji,Marko Lawk Farji,Iraq,LW,LW,Strømsgodset IF,Eliteserien,21,81.0,60.0,60.0,66.0,32.0,65.0,66,62.400000000000006,12.75,8,66.0,1
Ali Ibrahim Karim Ali Al Hamadi,Ali Ibrahim Karim Ali Al Hamadi,Iraq,ST,ST,Luton Town,League One,23,79.0,63.0,47.0,64.0,18.0,73.0,66,54.6,8.25,8,66.0,1
Amir Al Ammari,Amir Al Ammari,Iraq,CM,CM,Cracovia,Ekstraklasa,27,68.0,57.0,66.0,63.0,60.0,70.0,65,65.6,10.25,8,65.0,1
Danilo Andrés Al Saed Alvarado,Danilo Andrés Al Saed Alvarado,Iraq,LM,LM,BK Häcken,Allsvenskan,26,82.0,61.0,55.0,68.0,26.0,54.0,65,59.0,9.5,8,65.0,1
Ali-Jasim El-Aibi Al Tameemi,Ali-Jasim El-Aibi Al Tameemi,Iraq,LM,LM,Al-Najma SC,Pro League,21,67.0,62.0,57.0,63.0,22.0,59.0,62,59.0,10.25,8,62.0,1
Mohamed Hussein Reda Al Khafaji Al Taay,Mohamed Hussein Reda Al Khafaji Al Taay,Iraq,CDM,CDM,Western Sydney Wanderers,A-League Men,25,73.0,51.0,54.0,61.0,57.0,66.0,61,56.8,10.75,8,61.0,1
Amin Al Hamawi,Amin Al Hamawi,Iraq,ST,ST,Randers FC,Superliga,21,69.0,59.0,46.0,60.0,22.0,58.0,60,51.599999999999994,11.75,8,60.0,1
Lautaro Javier Martínez,Lautaro Javier Martínez,Argentina,ST,ST,Inter,Serie A,27,81.0,88.0,75.0,84.0,51.0,83.0,88,80.2,10.0,96,88.0,1
Alexis Mac Allister,Alexis Mac Allister,Argentina,CM,CM,Liverpool,Premier League,26,66.0,82.0,85.0,85.0,78.0,76.0,87,85.80000000000001,10.5,74,87.0,1
Julián Álvarez,Julián Álvarez,Argentina,ST,ST,Atlético Madrid,La Liga,25,85.0,87.0,81.0,87.0,57.0,79.0,87,83.4,9.25,74,87.0,1
Paulo Bruno Exequiel Dybala,Paulo Bruno Exequiel Dybala,Argentina,CAM,CAM,Roma,Serie A,31,80.0,85.0,84.0,87.0,41.0,64.0,86,84.8,5.5,74,86.0,1
Lionel Andrés Messi Cuccitini,Lionel Andrés Messi Cuccitini,Argentina,RW,RW,Inter Miami,Major League Soccer,38,78.0,85.0,85.0,90.0,33.0,64.0,86,85.4,9.75,74,86.0,1
Damián Emiliano Martínez Romero,Damián Emiliano Martínez Romero,Argentina,GK,GK,Aston Villa,Premier League,32,45.0,45.0,45.0,45.0,45.0,45.0,85,85.0,83.75,52,85.0,1
Enzo Jeremías Fernández,Enzo Jeremías Fernández,Argentina,CM,CM,Chelsea,Premier League,24,68.0,75.0,85.0,81.0,73.0,75.0,84,84.6,8.0,52,84.0,1
Rodrigo Javier de Paul,Rodrigo Javier de Paul,Argentina,CM,CM,Inter Miami,Major League Soccer,31,75.0,78.0,83.0,83.0,76.0,83.0,84,83.4,11.5,52,84.0,1
Exequiel Alejandro Palacios,Exequiel Alejandro Palacios,Argentina,CM,CM,Bayer 04 Leverkusen,Bundesliga,26,62.0,76.0,80.0,82.0,81.0,71.0,84,81.6,7.5,52,84.0,1
Gerónimo Rulli,Gerónimo Rulli,Argentina,GK,GK,Olympique de Marseille,Ligue 1,33,45.0,45.0,45.0,45.0,45.0,45.0,82,82.0,80.75,52,82.0,1
Giovani Lo Celso,Giovani Lo Celso,Argentina,CAM,CAM,Real Betis Balompié,La Liga,29,68.0,81.0,82.0,84.0,68.0,71.0,82,82.0,11.5,52,82.0,1
Ángel Fabián Di María Hernández,Ángel Fabián Di María Hernández,Argentina,RW,RW,Rosario Central,Liga Profesional de Fútbol,37,73.0,80.0,85.0,85.0,43.0,62.0,82,83.80000000000001,10.0,52,82.0,1
Cristian Gabriel Romero,Cristian Gabriel Romero,Argentina,CB,CB,Tottenham Hotspur,Premier League,27,66.0,48.0,62.0,65.0,83.0,81.0,82,70.0,9.0,52,82.0,1
Nicolás Hernán Gonzalo Otamendi,Nicolás Hernán Gonzalo Otamendi,Argentina,CB,CB,SL Benfica,Primeira Liga,37,60.0,57.0,64.0,62.0,83.0,85.0,82,71.2,10.0,52,82.0,1
